InputSize,S,AverageComparisons,AverageTime
25600,90,543269,0.000000
25600,91,543873,0.005333
25600,92,543165,0.000000
25600,93,544218,0.000000
25600,94,541997,0.005333
25600,95,542531,0.006000
25600,96,542120,0.000000
25600,97,542267,0.004000
25600,98,542973,0.005333
25600,99,542797,0.005333
25600,100,841129,0.000000
25600,101,837444,0.005000
25600,102,838138,0.005333
25600,103,837004,0.005000
25600,104,839670,0.000000
25600,105,835464,0.000000
25600,106,834919,0.005333
25600,107,831976,0.005000
25600,108,834592,0.005333
25600,109,837894,0.005333
25600,110,837615,0.000000
25600,111,835608,0.005000
25600,112,837386,0.005333
25600,113,837754,0.000000
25600,114,836132,0.005333
25600,115,835370,0.000000
25600,116,836729,0.005333
25600,117,838148,0.005000
25600,118,837915,0.005333
25600,119,837859,0.000000
25600,120,834812,0.005000
25600,121,841336,0.005333
25600,122,836127,0.005333
25600,123,838875,0.005000
25600,124,834576,0.005333
25600,125,838053,0.005333
25600,126,837742,0.005000
25600,127,836853,0.000000
25600,128,837150,0.005333
51200,1,737174,0.015667
51200,2,727973,0.005333
51200,3,718245,0.005000
51200,4,716963,0.005333
51200,5,717035,0.010333
51200,6,716944,0.010333
51200,7,718079,0.005333
51200,8,718217,0.010333
51200,9,718058,0.005000
51200,10,718471,0.015333
51200,11,717864,0.005333
51200,12,733836,0.010333
51200,13,753745,0.005333
51200,14,753713,0.000000
51200,15,754021,0.000000
51200,16,754017,0.000000
51200,17,753783,0.000000
51200,18,754389,0.010333
51200,19,753458,0.005333
51200,20,753730,0.010333
51200,21,753640,0.005000
51200,22,754027,0.010667
51200,23,753485,0.005000
51200,24,753774,0.010667
51200,25,866792,0.005000
51200,26,865563,0.010333
51200,27,865731,0.000000
51200,28,866294,0.005333
51200,29,866190,0.010333
51200,30,866513,0.005000
51200,31,865581,0.005333
51200,32,865919,0.005000
51200,33,865367,0.005333
51200,34,865403,0.010333
51200,35,866137,0.005333
51200,36,865607,0.000000
51200,37,866769,0.010667
51200,38,867021,0.007667
51200,39,865885,0.007333
51200,40,866422,0.000000
51200,41,865780,0.005333
51200,42,866261,0.010333
51200,43,865916,0.005333
51200,44,865318,0.005333
51200,45,866420,0.005000
51200,46,866173,0.005333
51200,47,866661,0.010333
51200,48,865443,0.000000
51200,49,865852,0.005000
51200,50,1136960,0.005333
51200,51,1135656,0.010333
51200,52,1135732,0.005333
51200,53,1136883,0.005000
51200,54,1134365,0.010667
51200,55,1136682,0.005333
51200,56,1136898,0.005000
51200,57,1134345,0.005333
51200,58,1136827,0.005000
51200,59,1137870,0.010333
51200,60,1136105,0.005333
51200,61,1135423,0.010333
51200,62,1135267,0.000000
51200,63,1134076,0.005333
51200,64,1137465,0.010333
51200,65,1135903,0.005000
51200,66,1134478,0.010667
51200,67,1136756,0.005000
51200,68,1136676,0.010667
51200,69,1135232,0.005000
51200,70,1136452,0.000000
51200,71,1136180,0.010333
51200,72,1135621,0.005333
51200,73,1136382,0.010333
51200,74,1134284,0.005000
51200,75,1136025,0.010667
51200,76,1134932,0.005000
51200,77,1137709,0.005333
51200,78,1136004,0.010333
51200,79,1136424,0.005333
51200,80,1137475,0.005000
51200,81,1134778,0.000000
51200,82,1134835,0.010333
51200,83,1135537,0.005333
51200,84,1137096,0.005000
51200,85,1137685,0.010333
51200,86,1133972,0.005333
51200,87,1135812,0.005333
51200,88,1135682,0.010333
51200,89,1134854,0.005333
51200,90,1136304,0.005000
51200,91,1134701,0.005333
51200,92,1136922,0.010333
51200,93,1138296,0.005333
51200,94,1136486,0.005000
51200,95,1136962,0.010667
51200,96,1136310,0.005000
51200,97,1137091,0.005333
51200,98,1138846,0.005000
51200,99,1135443,0.010667
51200,100,1724689,0.005000
51200,101,1725954,0.010667
51200,102,1729738,0.005000
51200,103,1729145,0.010333
51200,104,1723808,0.005333
51200,105,1725818,0.010333
51200,106,1724801,0.005333
51200,107,1722237,0.010333
51200,108,1723613,0.005333
51200,109,1725224,0.000000
51200,110,1726676,0.005333
51200,111,1730496,0.005000
51200,112,1726529,0.010333
51200,113,1726552,0.005333
51200,114,1728837,0.010333
51200,115,1723098,0.005333
51200,116,1723785,0.010000
51200,117,1727878,0.005000
51200,118,1727892,0.005333
51200,119,1727094,0.005000
51200,120,1725061,0.005333
51200,121,1723072,0.010333
51200,122,1728700,0.005333
51200,123,1726727,0.005000
51200,124,1723039,0.005333
51200,125,1726008,0.005000
51200,126,1726486,0.010333
51200,127,1723277,0.008333
51200,128,1724642,0.007333
